"os","device_type","device_score","device_cpu"," Native视频发流切片时长 "
"Android","v2332",69,", mt6768",89445.866667
"Android","m2006c3lii",73,"helio g25",89424.433333
"Android","a015",82,"mediatek mt6878  mt6878",89415.833333
"iOS","iPhone13,1",-1,,89412.316667
"Android","tecno bg7",73,,89394.433333
"iOS","iPhone14,8",-1,,89123.65
"Android","tecno ki5k",72,"Unisoc T606",88948.916667
"Android","cph2573",96,"qualcomm 8 Gen 3",88847.116667
"Android","poco m2 pro",83,"qualcomm 720g",88807.15
"MAC","Mac14,2",-1,,88702.383333
"Android","23021raaeg",89,,88590.55
"Android","cph2691",96,"qualcomm 8 Gen 3",88487.2
"Android","rmx3782",75,", mt6835",88484.45
"Android","sm-a366e",89,", qcom",88442.133333
"Android","24048rn6cg",65,,88228.833333
"Android","2303era42l",77,"helio g96",88169.75
"Android","crt-lx3",75,"helio p65",88139.05
"Android","infinix x657b",68,"helio a20",88085.233333
"Android","ali-nx1",89,,88079.95
"Android","sm-a217m",77,,88062.116667
"Android","vivo 1935",85,,87913.066667
"Android","23027rad4i",89,", qcom",87906.85
"Android","sm-a205f",80,"exynos7884b",87768.1
"Android","24116rnc1i",86,", qcom",87680.333333
"Android","cph2381",89,,87622.316667
"Android","cph2577",72,", mt6768",87620.85
"Android","sm-f966b",94,"qti sm8750  qcom",87500.95
"Android","vivo y17",73,,87467.166667
"Android","v2029",80,"qualcomm sm4250 qualcomm technologies, inc bengal qcom",87424.366667
"Android","2201116pg",83,"qualcomm 695",87282.85
"Android","sm-a325f",72,"MT6769V/CT, mt6769t",87261.7
"Android","rmx3842",83,"qualcomm 6 Gen 1",87250.266667
"Android","sm-s921u",96,"qualcomm 8 Gen 3",87202.183333
"Android","tmrv07p5g",83,"qualcomm 6 Gen 1",87166.05
"Android","2303cra44a",77,"helio g96",86956.983333
"Android","sm-a326u",79,"mediatek 800U 5G",86907.416667
"Android","rmx3268",69,"Unisoc T610",86581.05
"Android","24094rad4g",75,,86491.366667
"Android","sm-s901e",92,"qualcomm 8 gen 1",86444.666667
"Android","cph2591",72,"mt6768",86251.95
"Android","sm-m215f",82,"samsung exynos 9611  exynos9611",86201.583333
"Android","rmx3511",65,,86145.416667
"Android","tecno kj7",75,"null, mt6789",86131.016667
"Android","infinix x665b",67,"MT6761V/WBB, mt6761",86001.083333
"Android","tecno bg6m",60,,85961.216667
"Android","v2342",81,"qualcomm 680",85888.55
"Android","rmx3511",69,"Unisoc T616",85822.683333
"Android","rmx3945",79,"mediatek mt6835  mt6835",85793.9
"Android","25028rn03a",79,"spreadtrum ums9230e  serenity",85780.466667
"Android","cph2251",80,"mediatek 1080",85771.433333
"Android","innova10",73,"G35, mt6765",85722.966667
"Android","23028ra60l",86,,85644.816667
"Android","rmx2151",86,"mediatek 1200",85615.566667
"iOS","iPhone17,1",66,,85526.75
"Android","cph2727",89,", qcom",85268.066667
"Android","pixel 6a",83,"google tensor  bluejay",85183.016667
"Android","sm-a165f",75,"null, mt6789",85090.283333
"Android","24115ra8ei",86,"qti sm7635  qcom",85037.25
"Android","cph2421",72,"helio p22",85026.366667
"Android","infinix x6728",72,,84943.883333
"Android","2311drn14i",74,"helio p65",84814.983333
"Android","infinix x6838",81,"mediatek mt6835  mt6835",84735.083333
"Android","cph2059",84,"qualcomm technologies, inc sdm665 qcom",84393.366667
"Android","cph2579",75,"mt6768",84317.65
"Android","sm-f966n",94,"qti sm8750  qcom",84308.9
"Android","sm-a155m",75,,84272.05
"Android","cph1923",68,"helio a25",84109.55
"Android","redmi note 7",80,"qualcomm 660",83912.55
"Android","eli-nx9",88,"qualcomm 7 Gen 3",83901.866667
"Android","tecno kl7",78,"helio g99",83794.083333
"Android","pixel 7",83,"google gs201  panther",83788.933333
"Android","symphony z60",69,"Unisoc T606",83759.25
"Android","v2430",65,,83743.233333
"Android","infinix x6725b",65,", ums9230_X6725B",83654.5
"Android","cph1989",75,,83602.25
"Android","moto g34 5g",82,"qualcomm 695",83566.583333
"Android","rmx3910",72,", mt6768",83475.366667
"Android","rmx3762",74,"unisoc t612",83463.333333
"Android","a001",82,"mediatek mt6878  mt6878",83389.683333
"Android","cph2687",81,"qualcomm 680",83149.416667
"Android","infinix x6528",65,,83148.6
"Android","sm-a032m",67,"unisoc sc9863a",83127.166667
"iOS","iPhone15,4",66,,83111.966667
"Android","itel s665l",72,"unisoc t606",83052.983333
"Android","sm-a127m",81,"samsung exynos 850  exynos850",82974.85
"Android","23076pc4bi",83,"qualcomm 4 Gen 2",82809.35
"Android","rmx2189",73,"MT6765G, mt6765",82701
"Android","infinix x6853",75,,82661.35
"Android","rmx3780",75,", mt6835",82454.083333
"Android","tecno bg6",72,"Unisoc T606",82428.866667
"Android","cph2209",75,,82209.15
"Android","22120rn86i",74,"helio p65",82191.216667
"Android","rmx3782",78,"mediatek mt6835  mt6835",82103.733333
"Android","rmx5070",85,"qti sm6650  qcom",82102.316667
"Android","innova30",72,"Unisoc T616",82055.483333
"Android","v2205",89,"Qualcomm Technologies, Inc KHAJE, qcom",81990.6
"Android","v2142",76,"mediatek 700",81881.25
"Android","rmx3286",73,"MT6781V/CDZAMB-H, mt6781",81858.716667
"iOS","iPhone12,3",-1,,81803.683333
"Android","2201117ti",83,"qualcomm 680",81802
"Android","rmx3998",75,", mt6835",81782.366667
"Android","vivo 1938",73,,81634.6
"Windows","10TYS1T000",78,"Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz",81573.033333
"Android","redmi note 7 pro",85,"Qualcomm 675",81453.1
"iOS","iPhone12,8",-1,,81386.516667
"Android","infinix x6835b",76,"helio p35",81386.383333
"Android","sm-m127f",77,,81362.033333
"Android","sm-a325n",74,"helio g70",81332.483333
"Android","ac2001",84,"qualcomm 765g",81306.366667
"Android","sm-m115f",82,"Qualcomm 450",81258.233333
"Android","220333qag",86,,81218.4
"Android","2201116sg",83,"qualcomm 695",81149.866667
"Android","sm-m127g",77,", exynos850",81138.566667
"Android","sm-a047f",77,"Samsung A04S EUR OPEN REV03C board based on EXYNOS850, exynos850",80938.85
"Android","infinix x6528b",72,"unisoc t606",80791.15
"Android","sm-a176b",71,", s5e8535",80748.516667
"Android","sm-a315f",74,"helio p65",80732.833333
"Android","vivo 2015",68,"MT6765V/CB, mt6765",80575.233333
"Android","moto g14",74,"unisoc t616",80561.733333
"Android","cph2639",75,,80530.5
"Android","2201117tl",86,,80488.35
"Android","infinix x6532",72,"mt6768",80401.066667
"Android","v2110",69,,80183.783333
"Android","rmx3231",65,"Octa Core, RMX3231",80071.516667
"Android","infinix x6528b",68,,80021.166667
"Android","sm-a057m",83,"qualcomm 680",79974.266667
"Android","sm-a135f",84,"samsung exynos 850 samsung a13 eur open rev02b board based on exynos850 exynos850",79822.216667
"Android","rmx5056",82,"mediatek mt6878  mt6878",79791.5
"Android","tecno kj5",72,,79720.3
"iOS","iPad13,17",92,,79624.566667
"Android","vivo 1906",82,,79561.566667
"Android","sm-g991b",88,"samsung exynos 2100  exynos2100",79546.783333
"Android","sm-s266v",85,"exynos 1380",79532.05
"Android","sm-a515f",84,,79524.683333
"Android","clk-lx2",83,"qualcomm 680",79356.933333
"Android","25028rn03a",72,"serenity",79272.583333
"Android","tecno ke5",62,,79268.816667
"Android","sm-a736b",89,,79132.466667
"Android","cph2637",75,,79108.35
"Android","sm-s906e",92,"qualcomm 8 gen 1",79002.133333
"Android","cph2699",83,"qualcomm 6 Gen 1",79001.566667
"Android","2201117sg",75,,78960.633333
"Android","sm-a715f",89,,78947.766667
"Android","cph2325",76,"helio p35",78919.2
"Android","sm-s916b",95,"qualcomm 8 Gen 2",78879.666667
"Android","infinix x6728",74,"helio p65",78849.133333
"Android","tecno km4",72,"ums9230_KM4_go",78796.766667
"Android","sm-a566e",71,,78787.683333
"Android","23100rn82l",72,,78752.433333
"Android","tecno lh7n",78,"helio g99",78712.666667
"Android","sm-a566e",71,", s5e8855",78682.183333
"Android","rea-nx9",86,"qualcomm 7 gen 1",78681.35
"Android","2312bpc51h",74,"helio p35",78518.716667
"Android","cph2423",75,", mt6895",78494.733333
"Android","v2432",81,"mediatek mt6835  mt6835",78404
"Android","rmx3762",73,"unisoc t612",78396.35
"Android","v2422",83,"qualcomm 695",78362.45
"Android","23053rn02i",72,,78312.6
"Android","itel a669l",69,"unisoc t603",78125.333333
"Android","nic-lx2",72,"MT6769V/CB, mt6768",78100.616667
"Android","rmx3834",65,", ums9230_hulk",78086.2
"Android","v2158",86,"mediatek 1300",78008.95
"Android","sm-a045m",75,"helio p35",77750.7
"Android","v2234",75,"helio p35",77744.75
"Android","m2101k7bny",75,,77660.283333
"Android","rmx5020",72,", mt6768",77654.533333
"Android","22120rn86i",69,"MT6769V/CZ, mt6768",77633.833333
"Android","jdy-lx3",75,"helio p65",77598.35
"Android","sm-a165m",73,,77454.016667
"Android","m2004j19pi",72,"MT6769T, mt6768",77437.166667
"Android","v2116",77,"helio g96",77415
"Android","dub-lx1",82,,77407.283333
"Android","tecno cm7",82,"mediatek mt6878  mt6878",77345.683333
"Android","rmx3939",68,,77325.233333
"Android","rmx3268",73,"unisoc t610",77284.233333
"Android","23106rn0da",72,"MT6769V/CZ, mt6768",77134.433333
"Android","sm-a175f",78,"helio g99",77121.466667
"Android","sm-g965u",87,"qualcomm 845",77012.416667
"Android","2412dpc0ag",79,,76888.833333
"Android","v2333",72,,76876.416667
"Android","sm-a725f",83,"qualcomm 720g",76792.616667
"Android","rmx2180",75,"helio p35",76783.466667
"Android","2201117tg",82,"qualcomm 680",76738.816667
"Android","sm-s906n",92,"qualcomm 8 gen 1",76662.966667
"Android","sm-a155m",73,,76519.25
"Android","tecno ci6",74,"helio g85",76509.55
"Android","infinix x6525d",69,"unisoc t606",76470.2
"Android","cph2621",83,"qualcomm 695",76379.333333
"Android","tecno bg7",75,"helio p35",76243.4
"Android","rmx3990",89,", qcom",76217.183333
"Android","v2060",81,"qualcomm 480",76161.033333
"Android","m2007j20cg",83,"qualcomm 730",76153.85
"Android","cph2385",75,"helio p35",76109.4
"Android","m2003j15sc",72,"MT6769Z, mt6768",76103.616667
"Android","rmx3430",69,"MT6769V/CZ, mt6768",76062.633333
"Android","24044rn32l",71,"unisoc t603",76059.883333
"Android","2201116tg",75,,75849.4
"Android","sm-a325f",74,"helio g70",75833.933333
"Android","sm-a125m",75,"helio p35",75778.25
"Android","sm-a305f",80,"exynos7904",75747.633333
"iOS","iPad6,12",82,,75588.75
"Android","23028rncag",73,"MT6765V/XBA, mt6765",75554.483333
"Android","v2146",83,"qualcomm 680",75524.116667
"Android","24094rad4g",81,"mediatek 7020",75405.033333
"Android","cph2743",83,"qualcomm 6 Gen 1",75370.95
"Android","itel a6610l",69,"unisoc sc9863",75347.9
"Android","cph2359",86,"mediatek 1300",75035.3
"Android","2212arnc4l",74,"helio p65",75009.8
"Android","m2103k19i",77,"mediatek 6020",75000.933333
"Android","v2319",87,"mediatek 8200",74972.05
"Android","sm-a205f",77,,74930.016667
"Android","2303cra44a",75,,74912.633333
"Android","cph2695",75,,74868.7
"Android","v2322",83,"qualcomm 680",74852.75
"Android","v2303",89,"Qualcomm 695",74841.216667
"Android","v2027",80,"Qualcomm Technologies, Inc BENGAL, qcom",74829.533333
"Android","b131dl",69,"helio a20",74821.6
"Android","v2310",72,"mt6768",74766.2
"Android","sm-a225f",75,"helio g70",74740.316667
"Android","v2321",75,", mt6886",74712.216667
"Android","24108pce2i",83,"qualcomm 4 Gen 2",74657.566667
"Android","infinix x693",75,"helio g85",74552.333333
"Android","2410fpcc5g",72,,74502.15
"Android","tecno cm5",78,"helio g99",74288.15
"Android","2406apnfag",89,"mediatek 8300",74227.216667
"Android","cph2665",75,,74111.266667
"Android","v2109",72,,74065.466667
"Android","cph2603",75,,74012.433333
"Android","cph2343",83,"qualcomm 695",73895.516667
"Android","abr-nx1",81,"mediatek 7020",73857.366667
"Android","m2101k6i",83,"qualcomm 730",73778.216667
"Android","v2205",89,,73679.25
"Android","cph2579",69,,73640.766667
"Android","infinix x6525b",73,", mt6765",73626.283333
"Android","a059p",86,"qti sm7635  qcom",73561.183333
"Android","cph2565",89,", qcom",73536.866667
"Android","vivo 2015",73,"helio p35",73472.533333
"Android","moto g55 5g",81,"mediatek 7020",73455.666667
"Android","23100rn82l",69,,73428.433333
"Android","infinix x6525d",60,,73350.8
"Android","infinix x665b",67,,73143.783333
"Android","sm-f956b",96,"qualcomm 8 Gen 3",73083.233333
"Android","rmx3261",72,"Unisoc T610",73051.866667
"Android","2201117tg",86,"Qualcomm 680",73034.766667
"Android","sm-a035f",65,"Unisoc T606",73006.6
"Android","m2006c3lg",69,,72987.016667
"Android","cph2631",89,", qcom",72984.35
"Android","itel s665l",65,,72918.183333
"Android","211033mi",75,"helio p35",72854.516667
"Android","rmx3785",75,,72849.416667
"Android","220333qag",83,"Qualcomm 680",72764.983333
"Android","infinix x6531",72,", mt6768",72734.816667
"Android","23128pc33i",75,", mt6835",72700.916667
"Android","sm-g930f",84,"samsungexynos8890",72665.166667
"Android","v2058",72,"MT6769V/CU, mt6768",72642.016667
"Android","23128pc33i",81,"mediatek mt6835  mt6835",72563.516667
"iOS","iPad15,8",96,,72408.933333
"iOS","iPhone18,2",66,,72144.05
"Android","v2348",89,", qcom",72111.5
"Android","v2251",87,"mediatek 8200",72103.516667
"Android","v2152",74,"helio p65",72065.6
"Android","infinix x6882",75,", mt6789",72004.2
"Android","tecno cm6",75,", mt6789",71910.766667
"Android","vivo 1726",69,"MT6762V/CB, mt6762",71905.533333
"iOS","iPhone9,1",84,,71878.083333
"Android","jkm-lx1",81,,71755.95
"Android","sm-a515f",82,"samsung exynos 9611  exynos9611",71710.233333
"Android","sm-m127f",81,"samsung exynos 850  exynos850",71639.433333
"Android","cph2669",89,,71546.816667
"Android","sm-a225f",74,"helio g70",71495.333333
"Android","redmi note 9s",89,,71475.716667
"Android","cph2467",89,,71459.133333
"Android","infinix x6816c",69,"Unisoc T610",71388.9
"Android","23053rn02y",75,"helio p65",71371.583333
"Android","sm-m336bu",84,"exynos 1280",71203.083333
"Android","v2043",73,,71103.916667
"Android","23106rn0da",69,,71097.666667
"Android","infinix x6858",75,", mt6789",71093.533333
"Android","cph2717",89,"mediatek 8300",71062.216667
"Android","v2142",75,"MT6833V/ZA, mt6833",71002.683333
"Android","rmx3761",73,"unisoc t612",70991.416667
"Android","rmx3627",73,"unisoc t612",70975.116667
"Android","cph1937",85,,70847.016667
"Android","v2424",81,"qualcomm 680",70824.833333
"Android","sm-a032m",60,,70812.416667
"Android","rmx3261",65,,70749.7
"Android","abr-lx3",81,"qualcomm 680",70748.033333
"Android","m2101k7bg",77,"helio g90t",70569.05
"Android","i2306",81,"mediatek mt6835  mt6835",70541.216667
"Android","moto g54 5g",75,", mt6855",70418.216667
"Android","v2415",86,"mediatek mt6991  mt6991",70416.516667
"Android","v2338",82,"qualcomm 6 Gen 1",70362.15
"Android","cph1911",73,,70306.166667
"Android","sm-a528b",89,,70261.95
"Android","moto g54 5g",75,,70252.25
"Android","rmx3933",74,"unisoc t612",70237.433333
"Android","23053rn02a",72,"MT6769H, mt6768",70027.333333
"Android","tecno kl4",72,"ums9230_KL4_go",69937.083333
"Android","itel a667l",69,"unisoc t603",69879.166667
"Android","sm-s721b",76,,69708.883333
"Android","rmx5000",82,"mediatek mt6878  mt6878",69707.866667
"Android","v2131",82,"qualcomm 680",69629.1
"Android","24116pcc1i",86,", qcom",69591.316667
"Android","sm-m146b",84,"exynos 1330",69556.566667
"Android","sm-s936b",94,"qti sm8750  qcom",69452.55
"Android","cph2213",77,"mediatek 800u",69450.55
"Android","v2247",89,,69416.8
"Android","sm-s928u",93,", qcom",69403.533333
"Android","vivo 1907",74,"helio p65",69367.316667
"Android","moto e15",72,"helio p65",69303.583333
"Android","v2420",75,,69190.25
"Android","sm-a556b",88,"exynos 1480",69152.1
"Android","21081111rg",86,"mediatek 1300",69149.316667
"Android","moto g32",83,"qualcomm 680",69142.8
"Android","moto g stylus (2022)",75,"helio p65",69081.783333
"Android","tecno kj6",75,,69080.616667
"Android","infinix x657c",67,"helio a20",69069.5
"Android","infinix x6827",77,"helio g96",69050.066667
"Android","rmx3511",72,"Unisoc T616",68996.516667
"Android","sm-s918b",93,", qcom",68867.066667
"Android","sm-a217f",84,"samsung exynos 850  exynos850",68847.9
"Android","rmx3760",68,", ums9230_hulk",68742.133333
"Android","v2239",80,"mediatek 1080",68687.5
"Android","infinix x6531b",74,"helio p65",68614.75
"Android","infinix x6812",80,"mt6769h mt6769",68588.383333
"Android","moto g04",71,"unisoc t606",68557.016667
"Android","sm-f711n",89,"qualcomm 888",68475.066667
"Android","sm-a105f",72,,68472.283333
"Android","v2443",89,", qcom",68459.883333
"Android","infinix x6511b",67,"unisoc sc9863a",68419.55
"Android","infinix x6725c",68,,68412.216667
"Android","vivo 1951",89,"null, qcom",68408.55
"Android","sm-a107f",68,"helio a25",68408.533333
"Android","cph2185",68,,68399.45
"Android","m2004j19pi",75,"helio p65",68286.583333
"Android","v2025",83,"qualcomm 720g",68266.066667
"Android","infinix x6728",75,"mt6768",68259.6
"Android","ali-nx3",83,"qualcomm 6 Gen 1",68212.15
"Android","sm-m127g",80,", exynos850",68197.883333
"Android","rmx3501",69,"Unisoc T612",68168.683333
"Android","22101316ug",82,"mediatek 1080",68163.583333
"Android","infinix x6831",72,"MT6769H, mt6769",68159.316667
"Android","v2252",75,"helio p35",68120.416667
"Android","redmi note 7 pro",79,"qualcomm 675",68114.983333
"Android","sm-a035m",65,,68039.083333
"iOS","iPhone14,4",-1,,67915.55
"Android","sm-e225f",72,"MT6769V/CT, mt6769t",67908.433333
"Android","23026rn54g",68,,67868.383333
"Android","v2029",83,"qualcomm sm4250 qualcomm technologies, inc bengal qcom",67861.483333
"Android","sm-e156b",75,", mt6835",67829.716667
"Android","22120rn86g",69,"MT6769V/CZ, mt6768",67804.133333
"Android","v2036",84,"qualcomm sm4250 qualcomm technologies, inc bengal qcom",67791.083333
"Android","tecno ck6",75,"helio p65",67787.45
"Android","sm-g780f",87,"samsung exynos 990  exynos990",67753.466667
"Android","cph2681",73,", mt6835",67738.783333
"iOS","iPad14,6",94,,67695.116667
"Android","itel s686ln",81,"spreadtrum ums9230s  ums9230_s686lnv",67644.066667
"Android","pixel 9",84,"google tensor g4  tokay",67622.1
"Android","moto g23",74,"helio p65",67618.816667
"Android","cph1931",81,"qualcomm technologies, inc sdm665 qcom",67594.633333
"Android","sm-m166p",75,"null, mt6835",67452.6
"Android","v2117",77,"helio g96",67426.233333
"Android","rmx3501",73,"unisoc t612",67396.216667
"Android","poco m2 pro",89,"Qualcomm 720G",67391.133333
"Android","tecno ki5q",76,"helio p35",67372.333333
"Android","cph2505",89,"Qualcomm 695",67370.233333
"Android","tecno ck6n",72,", mt6768",67360.866667
"Android","redmi note 7",86,,67226.9
"Android","infinix x662",69,,67226.083333
"Android","redmi note 9s",82,"qualcomm 720g",67225.616667
"Android","cph2693",75,", mt6835",67206.333333
"Android","sm-s928u1",96,"qualcomm 8 Gen 3",67049.05
"iOS","iPhone15,2",66,,66872.2
"Android","rmx3471",83,"qualcomm 695",66853.133333
"iOS","iPad8,11",88,,66718.45
"Android","sm-a245n",77,"helio g99",66677.25
"iOS","iPhone9,2",84,,66630.583333
"Android","23129rn51x",73,"mt6765",66595.633333
"Android","m2006c3lii",69,"MT6762G, mt6762",66536.05
"Android","2409brn2cy",74,"helio p65",66521.083333
"Android","sm-a107m",64,,66327.516667
"Android","rmx5020",75,"helio p65",66302.166667
"Android","rmx3761",74,"unisoc t612",66295.283333
"Android","tecno kj7",75,,66153.216667
"Android","cph2525",85,"qualcomm 778g",66115.9
"Android","cph2603",75,", mt6877",66025.066667
"Android","2310fpca4i",74,"helio p65",66007.683333
"Android","sm-e135f",81,"samsung exynos 850 samsung f13 swa open 00 board based on exynos850 exynos850",65927.75
"Android","cph2579",69,", mt6768",65854.916667
"Android","sm-n960f",87,"samsungexynos9810",65844.416667
"Android","cph2095",85,,65820.883333
"iOS","iPhone8,1",82,,65753.633333
"Android","220733sfg",62,,65739.816667
"Android","v2130",75,"MT6877V/TZA, mt6877",65717.85
"Android","vivo 1811",82,"Qualcomm 439",65676.25
"Android","cph2527",89,"Qualcomm 695",65662.383333
"Android","pixel 7 pro",83,"google gs201  cheetah",65583.6
"Android","infinix x6731b",78,"helio g99",65534.283333
"Android","rmx3939",74,"ums9230_latte",65470.933333
"Android","v2434",87,"qcom",65335.85
"Android","v2506",89,", qcom",65323.65
"Android","2312draabg",75,,65288.2
"Android","v2314",83,"qualcomm 695",65189.133333
"Android","rmx5106",82,"mediatek mt6878  mt6878",65185.883333
"Android","rmx3990",85,"qualcomm 7s Gen 2",65153.633333
"Android","moto g52",83,"qualcomm 680",65134.033333
"Android","motorola edge 50 neo",82,"mediatek mt6878  mt6878",65100.15
"Android","rmx3241",76,"mediatek 700",65081.466667
"Android","itel s665l",68,,65052.483333
"Android","24117rn76e",78,"helio g99",65048.616667
"Android","sm-a235f",89,,65026.366667
"Android","cph2607",87,"mediatek 8200",65013.75
"Android","v2355",89,", qcom",64984.366667
"Android","v2031",84,"qualcomm sm4250 qualcomm technologies, inc bengal qcom",64967.35
"Android","redmi note 9 pro",86,"Qualcomm 720G",64950.516667
"Android","cph2213",75,"MT6853V/TNZA, mt6853",64940.283333
"Android","rmx3997",75,,64866.033333
"Android","220233l2g",69,,64851.716667
"Android","sm-m346b",84,"exynos 1280",64728.616667
"Android","crt-lx2",75,"helio p65",64701.783333
"Android","rmx2193",74,"helio p65",64699.05
"Android","moto g play (2021)",80,"qualcomm technologies, inc bengal qcom",64644.333333
"Android","v2333",69,", mt6768",64630.133333
"Android","rmx3944",75,", mt6835",64601.8
"Android","2201117si",77,"helio g96",64370.6
"Android","tecno kl8",81,"mediatek mt6835  mt6835",64286.783333
"Android","infinix x6831",72,,64262.733333
"Android","redmi note 9s",83,"qualcomm 720g",64231.7
"Android","23076rn4bi",82,"qualcomm 4 Gen 2",64191.35
"Android","v2246",75,", mt6886",64159.183333
"Android","infinix x6817",75,"helio g85",64140
"Android","rmx5303",74,"ums9230_dhaka",64104.216667
"Android","sm-a135f",80,,64096.05
"Android","sm-s721u",95,"exynos 2400",64093.333333
"Android","sm-a166p",75,,64049.4
"Android","sm-g986b",87,"samsung exynos 990  exynos990",64044
"iOS","iPhone9,4",84,,63945.483333
"iOS","iPhone14,6",-1,,63913.7
"Android","22111317i",85,", qcom",63882.833333
"Android","v2248",75,,63882.1
"Android","cph2461",89,,63818.633333
"Android","cph2373",83,"qualcomm 680",63803.183333
"Android","nexg n74",65,", ums9230_6h10",63728.116667
"Android","tecno ck7n",78,"helio g99",63696.45
"Android","cph2751",75,", mt6835",63674.6
"Android","moto e20",70,"unisoc ums9230 ums9230_4h10_go",63660.933333
"Android","rmx3686",82,"mediatek 1080",63644.633333
"Android","infinix x6850",75,,63570.633333
"Android","abr-nx3",81,"mediatek 7020",63525.966667
"MAC","Mac15,13",85,,63525.666667
"Android","infinix x657c",66,"helio a20",63449.183333
"Android","rmx3195",72,"MT6769V/CZ, mt6768",63443.95
"Android","vivo 1904",69,"MT6762V/WR, mt6762",63332.233333
"Android","gfy-lx2",74,"helio p35",63330.066667
"Android","infinix x6711",80,"mediatek 6020",63291.866667
"Android","rmx1911",82,,63191.4
"Android","cph2705",75,", mt6878",63162.65
"Android","tecno kj5",77,"mediatek mt6769 mt6769 mt6769",63112.433333
"Android","rmx3151",76,"helio g96",63110.05
"Android","sm-a266b",71,,63107.2
"Android","poco x2",82,"qualcomm 730",63062.883333
"Android","cph2605",77,"mediatek 6020",63060.033333
"Android","moto g34 5g",89,", qcom",62931.75
"Android","moto g85 5g",89,,62888.716667
"Android","2201117pi",77,"helio g96",62882.283333
"Android","cph2763",82,"mediatek mt6878  mt6878",62850.483333
"Android","sm-a146b",68,", s5e8535",62778.333333
"Android","sm-a105f",74,"exynos7884b",62742.816667
"Android","vivo 1919",80,"qualcomm 675",62733
"Android","m2101k7bg",75,,62665.433333
"Android","cph2113",83,"qualcomm 720g",62665.2
"Android","wdy-lx3",74,"helio p35",62636.866667
"Android","sm-a125f",76,"helio p35",62630.633333
"Android","cph2495",75,,62549.333333
"Android","itel a667lp",65,,62541.35
"Android","sm-a107f",64,,62498.65
"Android","eb2101",89,"Qualcomm Technologies, Inc SDM750G, qcom",62409.866667
"Android","sm-f946b",95,"qualcomm 8 Gen 2",62402.9
"Android","moto g22",73,,62391.333333
"Android","sm-a235f",89,"Qualcomm Technologies, Inc KHAJE, qcom",62364.966667
"Android","cph2001",76,"helio p60",62361.666667
"Android","sm-t295",73,"Qualcomm 429",62280.016667
"Android","v2126",75,"MT6833V/PNZA, mt6833",62228.95
"Android","v2440",81,"mediatek mt6835  mt6835",62216.183333
"Android","tecno ke5k",70,"helio a25",62152.2
"Android","z60 plus",75,"unisoc t616",62150.066667
"Android","v2338",86,", qcom",62142.416667
"Android","cph2325",73,,61951.35
"Android","sm-a165m",75,"null, mt6789",61934.433333
"Android","v2303",89,,61912.05
"Android","m2101k7bi",75,,61625.816667
"Android","220733sfg",67,"helio a20",61522.65
"Android","sm-a025f",74,"qualcomm 450",61504
"Android","25057rn09i",83,"qualcomm 695",61413.083333
"Android","cph2669",89,", qcom",61406.533333
"Android","v2407",73,", mt6835",61325.666667
"Android","rmx3063",68,"MT6765G, mt6765",61275.883333
"iOS","iPad14,4",94,,61237.516667
"Android","tecno kh6",75,"helio p35",61169.183333
"iOS","iPhone15,5",-1,,61147.383333
"Android","infinix x6855",75,", mt6789",61079.45
"Android","dn2101",75,"MT6893Z_A/CZA, mt6893",60811.466667
"Android","sm-x200",65,,60797.6
"Android","vivo 2018",86,"qualcomm sm7250 qualcomm technologies, inc sm7250 qcom",60795.616667
"Android","redmi note 7 pro",82,"Qualcomm 675",60762.85
"Android","tecno kl6",72,", mt6768",60754.8
"Android","infinix x650c",70,"helio a25",60749.916667
"Android","itel p662l",69,"Unisoc SC9863A",60746.166667
"Android","sm-a032f",66,"UNISOC SC9863A, m168",60704.383333
"Android","sm-a127f",76,"exynos850",60575.783333
"Android","rmx3381",80,"mediatek 810",60560.366667
"Android","infinix x6870",75,", mt6878",60536
"Android","sm-g996b",88,"samsung exynos 2100  exynos2100",60512.816667
"Android","sm-s908u1",92,"qualcomm 8 gen 1",60498.616667
"Android","redmi note 8",81,"Qualcomm Technologies, Inc TRINKET, qcom",60469.416667
"Android","23021raa2y",89,,60464.916667
"iOS","iPhone17,5",-1,,60456.55
"Android","vivo 1920",85,,60412.283333
"Android","tecno lh8n",80,"mediatek 6020",60389.433333
"Android","infinix x6531b",72,,60373.95
"Android","21121119sg",69,,60316.45
"Android","rmx3191",74,"helio p65",60297
"Android","v2431",73,"unisoc t612",60268.216667
"Android","sm-m156b",81,"mediatek mt6835  mt6835",60266.1
"Android","gfy-lx2p",73,,60218.766667
"Android","infinix x6857b",82,"mediatek mt6878  mt6878",60213.95
"Android","sm-a136u",76,"mediatek 810",60199.966667
"Android","rmx3710",74,"helio p65",60063.583333
"Android","23124rn87i",73,", mt6835",60047.783333
"Android","moto g15",69,"null, mt6768",60015.466667
"Android","rmx3760",74,"Unisoc T612",59939.3
"Android","m2006c3lg",69,"MT6762G, mt6762",59920.716667
"Android","v2348",89,,59917.6
"Android","sm-a536e",71,,59871.466667
"Android","infinix x6517",69,"unisoc sc9863a",59772.75
"Android","tecno lh7n",75,,59758.733333
"Android","rmx2040",74,"helio p65",59747.2
"Android","infinix x680b",70,"helio a25",59731.566667
"Android","v2033",82,"Qualcomm 439",59713.183333
"Android","rmx3785",75,", mt6835",59700.766667
"Android","22101320i",85,"qualcomm 778g",59648.933333
