"os","device_type","device_score","device_cpu"," Native视频发流切片时长 "
"Android","alt-nx3",83,"qualcomm 4 Gen 2",59625.683333
"Android","2201116si",89,", qcom",59594.133333
"Android","rmx3710",75,"mt6768",59588.516667
"Android","cph2531",75,,59570.466667
"Android","infinix x6525",72,"Unisoc T606",59507.666667
"Android","rmx5303",68,,59438.566667
"Android","25062rn2da",81,"qualcomm 680",59291.633333
"Android","25028pc03i",76,"spreadtrum ums9230e  serenity",59277.316667
"Android","tecno kl5",72,,59198.533333
"iOS","iPhone11,6",-1,,59181.3
"Android","sm-a105f",72,", exynos7884B",59113.583333
"Android","rmx3085",75,,59094.566667
"Android","sm-a127f",80,", exynos850",58938.4
"Android","i2301",84,"mediatek 7200",58892.25
"Android","rmx3201",73,,58833.333333
"Android","v2132",86,"mediatek 1300",58819.133333
"Android","tecno le6",73,"helio g25",58815.15
"Android","vivo 1902",75,"helio p35",58770.25
"Android","infinix x6728b",75,"helio p65",58764.866667
"Android","rmx2030",82,"Qualcomm Technologies, Inc SDM665, qcom",58678.466667
"Android","rmx1911",81,"qualcomm technologies, inc sdm665 qcom",58616.266667
"Android","infinix x6725",65,", ums9230_X6725_go",58566.866667
"Android","25078ra3el",74,"helio p65",58556.466667
"Android","cph2015",69,,58552.35
"Android","2312fpca6g",75,,58448.266667
"Android","sm-a525f",89,,58378.316667
"Android","sm-g998u1",89,"qualcomm 888",58352.516667
"Android","v2336",89,", qcom",58341.883333
"Android","vivo 2019",73,,58338.9
"iOS","iPad8,6",88,,58335.55
"Android","22127pc95i",75,"helio p65",58322.216667
"Android","sm-a165m",75,,58231.666667
"Android","moto g75 5g",86,"qti sm6475  qcom",58199.416667
"Android","sm-a546b",85,"exynos 1380",58174.233333
"Android","sm-s926u",96,"qualcomm 8 Gen 3",58139.6
"Android","rmx3951",81,"mediatek mt6835  mt6835",58126.4
"Android","cph2343",89,,58120.433333
"Android","2312draabi",80,"mediatek 810",58106.333333
"Android","v2356",79,"mediatek mt6835  mt6835",58100.25
"Android","2201117ti",89,"Qualcomm 680",58096.1
"Android","sm-s721n",95,"exynos 2400",58035.833333
"Android","rmx3741",75,", mt6877",58025.7
"Android","cph2293",86,"mediatek 1300",58018.733333
"Android","z60 plus",72,"Unisoc T616",57961.833333
"Android","cph2565",89,,57953.75
"Android","infinix x657b",67,"MT6761V/WE, mt6761",57949.5
"Android","cph1823",74,"helio p60",57938.716667
"Android","sm-g781b",89,"Qualcomm Technologies, Inc KONA, qcom",57904.75
"Android","sm-g990e",84,"Exynos 2100",57830.383333
"Android","220333ql",82,"qualcomm 680",57824.15
"Android","sm-a336e",71,,57804.25
"Android","tecno kf7j",72,"helio g70",57724.333333
"MAC","Mac14,7",-1,,57713.516667
"Android","v2312",75,,57694.366667
"Android","redmi y3",76,"qualcomm 632",57662.583333
"Android","m2010j19si",82,"Qualcomm Technologies, Inc BENGAL, qcom",57549.85
"Android","rmx3624",65,,57530.2
"Android","sm-m236l",81,"qualcomm 750g",57527.583333
"Android","2406ern9ci",89,,57516.383333
"Android","i2404",82,"mediatek mt6878  mt6878",57513.766667
"Android","redmi note 8",84,"qualcomm technologies, inc trinket qcom",57507.3
"Android","pixel 8",88,"google tensor g3  shiba",57501.183333
"Android","v2432",73,", mt6835",57454.55
"Android","2409brn2cg",74,"helio p65",57445.333333
"Android","itel l6502",66,"unisoc sc9832e l6502",57439.983333
"Android","v2507",65,,57404.933333
"Android","22120rn86g",72,,57368.466667
"Android","sm-a037m",75,"helio p35",57354.633333
"Android","cph2203",77,"helio p90",57247.266667
"Android","moto g72",78,"helio g99",57155.566667
"Android","2201116sg",89,,57139.65
"Android","v2401",83,"qualcomm 695",57060.366667
"Android","moto g35 5g",68,,57052.6
"Android","m2010j19ci",79,"qualcomm 662",56982.166667
"Android","cph1969",76,"helio p60",56861.383333
"Android","rmx3269",75,"unisoc t618",56858.95
"Android","infinix x6525b",75,,56798.083333
"Android","nic-lx3",75,"helio p65",56781.633333
"Android","cph2641",94,", qcom",56743.583333
"Android","cph2725",82,"qcom",56695.266667
"Android","moto g64 5g",75,", mt6855",56689.9
"Android","21061119al",74,"helio p65",56663.416667
"Android","cph2557",78,"mediatek 6020",56609.933333
"Android","cph2637",75,", mt6835",56609.65
"Android","i2306",79,"mediatek mt6835  mt6835",56579.85
"Android","sm-m215f",81,", exynos9611",56565.583333
"Android","sm-s731b",96,"exynos 2400",56543.966667
"Android","motorola edge 60 fusion",75,", mt6878",56518.35
"Android","tecno lj8k",82,"mediatek mt6878  mt6878",56495.3
"Android","v2237",75,,56489.3
"Android","itel a667lp",65,", s9863a_A667LP_go",56464.783333
"Android","sm-e225f",75,"helio g70",56454.25
"Android","tecno ce7j",73,"helio g70",56388.916667
"Android","sm-e546b",85,"exynos 1380",56322.383333
"Android","v2068",76,"qualcomm 439",56283.583333
"Android","v2419",74,"ums9230_6h10",56277.3
"Android","iv2201",75,"MT6877V/ZA, mt6877",56226.433333
"Android","v2521",82,"qualcomm 4 Gen 2",56117.65
"Android","pixel 8 pro",83,"google tensor g3  husky",56115.566667
"Android","cph2239",73,"MT6765G, mt6765",56107.616667
"Android","23076pc4bi",89,", qcom",56066.8
"Android","v2315",75,,56058.916667
"Android","v2201",78,"helio g99",56051.416667
"Android","sm-s916n",95,"qualcomm 8 Gen 2",55952.966667
"Android","tecno bg7",73,", mt6765",55898.866667
"Android","tecno kl5",75,"mt6768",55848.6
"Android","cph2529",83,"qualcomm 695",55764.55
"Android","sm-a525m",83,"qualcomm 720g",55740.466667
"Android","infinix x665e",69,"MT6762G, mt6762G",55735.783333
"Android","v2249",72,", mt6768",55715.166667
"Android","rmx1941",64,,55685.966667
"Android","moto e13",65,,55680.233333
"Android","z30 pro",69,"MT6762V/WD, mt6765",55656.266667
"Android","vivo 1915",72,,55630.85
"Android","v2153",82,"qualcomm 680",55607.516667
"Android","sm-a226br",76,"mediatek 810",55592.533333
"iOS","iPad7,5",84,,55554.8
"Android","sm-f766n",92,"samsung s5e9955  s5e9955",55545.7
"Android","tecno ke7",69,"MT6769V/CB, mt6768",55506.283333
"Android","cph2365",85,,55492.566667
"Android","22120rn86i",72,"MT6769V/CZ, mt6768",55470.75
"Android","infinix x6823",72,"unisoc t616",55450.95
"Android","alt-lx2",89,,55423.116667
"Android","rmx3890",89,,55413.516667
"Android","2407fpn8eg",92,"mediatek 9300",55357.733333
"Android","moto e14",69,"unisoc t606",55277.15
"Android","cph2375",89,"Qualcomm 680",55185.416667
"Android","sm-g991u",89,"qualcomm 888",55153.85
"Android","v2437",75,,55092.533333
"Android","v2237",78,"helio g99",55028.866667
"Android","sm-s936u",94,"qti sm8750  qcom",55010.216667
"MAC","MacBookAir10,1",85,,55009.816667
"Android","i2219",89,", qcom",54986.65
"Android","vivo 1902",73,,54981
"Android","v2225",75,"MT6833V/ZA, mt6833",54962.35
"Android","v2502",89,", qcom",54957.3
"Android","m2006c3mi",75,"helio p35",54954.016667
"Android","cph2733",81,"mediatek mt6835  mt6835",54888.983333
"Android","rmx3941",72,,54848.333333
"Android","sm-a022f",67,,54835.566667
"Android","2201117pg",75,,54767.883333
"Android","rmx5111",82,"mediatek mt6835  mt6835",54752.583333
"Android","cph2121",75,,54751.333333
"Android","cph2701",78,"helio g99",54749.15
"Android","redmi 8",82,,54735.866667
"Android","redmi note 10 lite",82,"qualcomm 720g",54639.266667
"Android","rmx2180",73,,54606.95
"Android","moto g13",74,"helio p65",54584.15
"Android","sm-s921b",76,", s5e9945",54576.916667
"Android","le2101",93,"Qualcomm 865",54441.216667
"Android","v2238",69,,54396.65
"Android","rmx2061",83,"qualcomm 720g",54395.8
"Android","2201117ti",82,"qualcomm 680",54287.333333
"Android","2306epn60g",87,"mediatek 8200",54234.483333
"Android","v2427",89,", qcom",54199
"Android","redmi 8a",74,"qualcomm 439",54187.016667
"Android","moto g45 5g",89,,54137.2
"Android","v2029",82,"Qualcomm Technologies, Inc BENGAL, qcom",54125.866667
"Android","2201117pg",77,"helio g96",54114.183333
"Android","v2315",75,", mt6833",54069.016667
"Android","sm-a515f",81,,54007.266667
"Android","tecno bg6m",69,"unisoc t606",53984.916667
"Android","cph2337",80,"mediatek 810",53940.633333
"Android","v2040",82,"qualcomm 730",53892.083333
"Android","sm-a325m",69,,53874.283333
"Android","cph2401",75,"MT6893Z_Z/CZA, mt6893",53860.883333
"Android","tecno ke5",66,"helio a20",53844.75
"Android","tecno cl6",78,"helio g99",53801.066667
"Android","rmx3516",73,"unisoc t612",53767.916667
"Android","23053rn02i",72,"MT6769H, mt6768",53746.2
"Android","sm-a226b",76,"mediatek 810",53624.066667
"Android","infinix x6515",67,"MT6761V/WBB, mt6761",53610.966667
"Android","tecno cl6",75,", mt6789",53513.8
"Android","sm-m022g",67,"MT6739WW, mt6739",53505.75
"Android","infinix x6812",72,"MT6769H, mt6769",53358.15
"Android","23122pcd1g",85,"qualcomm 7s Gen 2",53327.566667
"Android","23129rn51x",75,", mt6765",53321.083333
"Android","v2507",68,,53307.016667
"Android","cph1903",82,"Qualcomm 450",53257.133333
"Android","sm-a307g",80,"exynos7904",53201.616667
"Windows","15U50N-GP50ML",70,"Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz",53188.05
"Android","itel a6610l",65,", s9863a_A6610L_go",53180.116667
"Android","v2141",89,"Qualcomm 695",53178.033333
"Android","v2509",79,"mediatek mt6835  mt6835",53171.833333
"Android","sm-a146m",68,,53142.1
"Android","tecno ke7",74,"helio p65",53126.933333
"Android","sm-f946n",95,"qualcomm 8 Gen 2",53115.6
"Android","cph1969",75,,53093.55
"iOS","iPad13,4",92,,53052.216667
"Android","v2418",83,"qualcomm 4 Gen 2",53006.616667
"Android","rmx5110",82,"mediatek mt6878  mt6878",52934.35
"Android","sm-f741b",96,"qualcomm 8 Gen 3",52932.866667
"Android","rmx3943",81,"mediatek mt6835  mt6835",52903.133333
"Android","m2101k7bl",77,"helio g90t",52871
"Android","tecno kl8h",79,"mediatek mt6835  mt6835",52842.766667
"Android","infinix x6836",75,"helio p65",52819.55
"Android","cph2693",75,,52797.133333
"Android","a063",86,"qualcomm 778g",52743.733333
"Android","m1908c3jgg",74,"helio p65",52719.033333
"Android","redmi note 5 pro",76,"qualcomm 636",52628.433333
"Android","v2302",78,"mediatek 6020",52557.433333
"Android","v2109",72,"MT6769V/CT, mt6768",52536.766667
"Android","sm-a165f",73,"null, mt6789",52531.416667
"Android","cph2325",73,"MT6765G, mt6765",52524.283333
"Android","v2201",75,,52477.65
"Android","cph2223",79,"qualcomm 662",52420.15
"Android","23053rn02i",74,"helio p65",52417.933333
"Android","itel s661lp",69,"unisoc sc9863a",52407.833333
"Android","vivo 1901",69,"MT6762V/WR, mt6762",52306.116667
"Android","m2004j19c",72,"MT6769T, mt6768",52216.916667
"Android","tecno km5",75,"mt6768",52172.65
"Android","infinix x6873",89,"mediatek 8300",52140.6
"Android","v2134",75,"helio p35",51922.783333
"Android","cph2363",89,"Qualcomm 680",51918.183333
"Android","infinix x680b",69,,51880.45
"Android","2312fpca6g",78,"helio g99",51845.016667
"Android","sm-f936b",94,"qualcomm 8+ gen 1",51818.983333
"Android","infinix x6871",79,,51799.6
"Android","motorola edge 50 fusion",89,,51755.266667
"Android","moto g35 5g",71,", ums9620_2h10",51700.683333
"Android","rmx5313",65,", ums9230_dhaka",51687.783333
"Android","motorola edge 50",86,"qualcomm 7 gen 1",51650.5
"Android","a301sh",94,"qualcomm 8 Gen 2",51628.183333
"Android","rmx5003",82,"mediatek mt6878  mt6878",51604.283333
"Android","tecno bd4a",67,"helio a20",51525.55
"Android","infinix x669d",72,"unisoc t606",51516
"Android","poco x2",89,"Qualcomm Technologies, Inc SM7150, qcom",51487.316667
"Android","sm-s938b",97,", qcom",51477.766667
"Android","moto g22",73,"null, mt6765",51460.366667
"MAC","MacBookPro17,1",-1,,51460.166667
"Android","sm-g990w",89,"qualcomm 888",51449.3
"Android","cph2365",85,"Qualcomm 662",51397.066667
"Android","v2022",79,"qualcomm 665",51310.483333
"Android","motorola edge 60 fusion",75,,51302.05
"Android","infinix x6531b",69,,51191.15
"Android","itel a663l",60,,51180.883333
"Android","infinix x6886",75,,51121.316667
"Android","cph1901",74,"qualcomm 450",51086.366667
"Android","sm-a042f",73,"null, mt6765",51047.633333
"iOS","iPhone7,2",70,,51015.533333
"Android","rmx3581",71,"unisoc t612",50927.1
"Android","m2101k6i",89,"Qualcomm Technologies, Inc SM7150, qcom",50923.433333
"Android","rmx3690",69,"unisoc sc9863a",50898.75
"Android","cph2341",83,"qualcomm 695",50893.4
"Android","rmx3511",75,"unisoc t616",50868.016667
"Android","25062rn2da",89,", qcom",50862.65
"Android","infinix x6532c",73,"mt6765",50759.866667
"Android","21061119bi",75,"helio p65",50629.466667
"Android","itel c671l",68,", ums9230_C671L",50523.366667
"Android","tecno cm5",75,,50504.516667
"Android","i2208",81,"qualcomm 695",50495.433333
"Android","ac2001",89,"Qualcomm Technologies, Inc SDM765G 5G, qcom",50471.9
"Android","sm-s901b",90,"exynos 2200",50444.45
"Android","moto g power 5g - 2024",79,"mediatek 930",50417.733333
"Android","sm-m146b",71,", s5e8535",50366.183333
"Android","infinix x6816",75,"helio p35",50358.966667
"Android","m2010j19cg",82,,50336.466667
"Android","vivo 1933",82,"qualcomm 712",50277.6
"Android","25078ra3ey",72,,50259.666667
"Android","sm-f956n",96,"qualcomm 8 Gen 3",50254.616667
"Android","tecno kd7",70,"helio a25",50229.35
"Android","v2440",75,,50192.883333
"Android","23028rncag",73,,50179.75
"Android","v2032",80,"qualcomm sm4250 qualcomm technologies, inc bengal qcom",50132.833333
"Android","cph2185",68,"null, mt6765",50125.083333
"Android","23021raaeg",80,"qualcomm 680",50114.833333
"Android","cph2371",80,"mediatek 1080",50103.616667
"Android","vivo 1907_19",72,"MT6768V/CA, mt6768",50101.416667
"Android","redmi note 8 pro",75,"MT6785V/CC, mt6785",50085.533333
"Android","a001",75,", mt6878",50060.633333
"Android","moto g34 5g",89,"null, qcom",50031.55
"Android","infinix x6525b",75,"helio p35",50004.683333
"Android","21061119ag",74,"helio p65",49921.083333
"Android","tecno kg5j",67,"helio a20",49892.6
"Android","motorola one macro",74,"helio p60",49865.016667
"Android","sm-m015g",82,"Qualcomm 439",49822.866667
"Android","rmx2020",69,,49800.333333
"Android","v2338",89,,49738.733333
"Android","infinix x6511e",62,,49690.716667
"Android","rmx3921",85,"qualcomm 7s Gen 2",49663.866667
"Android","23021raa2y",81,"qualcomm 680",49609.116667
"Android","z2453",69,"unisoc sc9863a",49578.3
"Android","sm-a042f",79,"MT6765V/CB, mt6765",49497.233333
"Android","cph2799",78,"helio g99",49481.983333
"Android","stk-l21",81,"kirin 710",49459.85
"Android","cph2381",85,"Qualcomm 695",49456.516667
"Android","rmx5003",75,", mt6878",49423.183333
"Android","infinix x670",77,"helio g96",49409.85
"Android","rmx5116",87,"qti sm7750  qcom",49323.583333
"Android","cph2059",85,,49310.433333
"Android","moto g power (2021)",81,"qualcomm technologies, inc bengal qcom",49263.566667
"iOS","iPad7,11",84,,49231.383333
"Android","cph2131",83,"qualcomm sm4250 qualcomm technologies, inc sm4250 qcom",49180.416667
"Android","24090ra29g",75,,49144.533333
"Android","cph1803",72,"qualcomm 450",49060.85
"Android","sm-a156u",73,,49038.566667
"Android","cph1911",76,"helio p60",48998.533333
"Android","sm-a055f",75,"helio p65",48995.416667
"Android","v2230",87,"mediatek 8200",48959.633333
"Android","cph1931",82,,48944.2
"Android","rmx3930",65,,48898.383333
"Android","rmx5313",65,,48881.983333
"Android","21121119sg",75,"MT6769H, mt6768",48877.416667
"Android","rmx3997",79,"mediatek mt6835  mt6835",48860.4
"Android","cph1937",85,"Qualcomm Technologies, Inc SDM665, qcom",48835.933333
"Android","rmx2101",83,"qualcomm technologies, inc sdm460 qcom",48771.166667
"Android","2310fpca4g",72,,48768.45
"Android","tecno kj6",75,"null, mt6789",48685.166667
"Android","m2101k7bny",77,"helio g90t",48664.516667
"Android","sm-s908e",89,", qcom",48616.933333
"Android","sm-a366b",89,,48609.433333
"Android","m2103k19g",77,"mediatek 6020",48598.133333
"Android","vivo 1915",75,"helio p65",48596.55
"Android","m2010j19ci",85,"Qualcomm Technologies, Inc BENGAL, qcom",48569.066667
"Android","rmx3191",69,"MT6768V/CA, mt6768",48562.916667
"Android","infinix x6816c",65,,48557.1
"Android","sm-e236b",89,"Qualcomm Technologies, Inc LAGOON, qcom",48551.533333
"Android","sm-a515f",84,", exynos9611",48548.916667
"Android","cph2687",89,", qcom",48522.033333
"Android","ela-lx3",74,"helio p65",48478.083333
"Android","v2334",75,,48472.3
"Android","rmx2103",84,"qualcomm technologies, inc sdm662 qcom",48428.666667
"Android","rmx5051",86,"qti sm7635  qcom",48366.5
"Android","v2322",89,", qcom",48358.883333
"Android","sm-s901e",89,", qcom",48334.566667
"Android","vne-lx3",70,"helio a25",48222.35
"Android","nic-lx3",72,,48099.9
"Android","infinix x689",69,,48085.266667
"Android","sm-s921b",76,,48015.683333
"Android","cph2605",73,", mt6833",47997.866667
"Android","rmx3844",83,"qualcomm 6 Gen 1",47992.8
"Android","moto g15",69,,47968.083333
"Android","rmx3830",65,", ums9230_hulk",47965.116667
"Android","moto g84 5g",89,,47942.966667
"Android","rmx2001",77,"helio g90t",47921.983333
"Android","rmx3430",69,,47872.916667
"Android","cph2643",82,"mediatek 1080",47821.316667
"Android","23076rn8dy",83,"qualcomm 4 Gen 2",47810.366667
"Android","sm-e146b",84,"exynos 1330",47809.85
"iOS","iPad14,3",94,,47789.616667
"Android","sm-a115f",74,"qualcomm 450",47774.966667
"Android","22071219cg",73,,47687.783333
"Android","sm-a145f",68,,47675.75
"Android","sc-53c",84,"exynos 1280",47673.4
"Android","itel p662l",69,"unisoc sc9863a",47661.616667
"Android","m2101k6p",89,"Qualcomm Technologies, Inc SM7150, qcom",47631.866667
"Android","v2206",89,"Qualcomm Technologies, Inc KHAJE, qcom",47607.15
"Android","v2035",84,"qualcomm sm4250 qualcomm technologies, inc bengal qcom",47571.783333
"Android","sm-n986n",91,"qualcomm 865",47548.716667
"Android","infinix x669c",75,"MT6765H, mt6765",47486.933333
"Android","tecno kj5",69,,47469.216667
"Android","v2225",75,,47420.6
"Android","sm-a505f",81,,47312.416667
"Android","vivo 1807",82,,47272.816667
"Android","rmx3945",81,"mediatek mt6835  mt6835",47235.833333
"Android","infinix x680",67,"helio a20",47235.166667
"Android","sm-m307f",81,", exynos9611",47230.55
"Android","infinix x6838",75,", mt6835",47202.483333
"Android","sm-a127f",84,"samsung exynos 850  exynos850",47190.166667
"Android","v2404",89,", qcom",47119.416667
"Android","sm-a055f",72,,47096.266667
"Android","rmx3871",81,"qualcomm 680",47082.766667
"Android","infinix x6885",75,", mt6789",47045.416667
"Android","sm-a336m",84,"exynos 1280",47038.833333
"Android","tecno ch7n",75,,47002.333333
"Android","vne-lx2",70,"helio a25",46989.65
"Android","sm-a236e",89,", qcom",46977.983333
"Android","sm-a546u",85,"exynos 1380",46972.566667
"Android","crt-nx1",78,"mediatek 6020",46963.816667
"Android","sm-s711u",92,"qualcomm 8 gen 1",46891.683333
"Android","infinix x6870",75,,46871.266667
"Android","cph2481",75,", mt6789",46825.283333
"Android","rmx3063",68,,46802.1
"Android","lly-nx1",80,"mediatek 6020",46756.283333
"Android","infinix x6835b",75,,46705.266667
"Android","sm-x510",85,"exynos 1380",46696.016667
"Android","jkm-lx1",80,"kirin 710",46673.65
"Android","vivo 1811",76,"qualcomm 439",46564.583333
"Android","sm-n975f",87,"samsung exynos 9825  exynos9825",46537.766667
"Android","2312frafdi",80,"mediatek 6020",46536.95
"Android","rmx2170",83,"qualcomm 720g",46522.583333
"Android","m2006c3mi",73,"MT6765G, mt6765",46516.4
"Android","moto g(9) power",81,"qualcomm technologies, inc bengal qcom",46509.233333
"Android","cph2721",89,", qcom",46478.033333
"Android","cph2385",73,"MT6765G, mt6765",46451.983333
"Android","jsn-l22",80,"kirin 710",46440.9
"Android","itel a662lm",65,,46433.7
"Android","m2102j20sg",89,,46402.083333
"Android","sm-a025m",74,"qualcomm 450",46381.216667
"Android","sm-a166p",77,"mt6835",46313.866667
"Android","cph2131",85,"Qualcomm Technologies, Inc SM4250, qcom",46276.583333
"Android","sm-a245m",73,,46273.183333
"Android","sm-a075f",78,"helio g99",46256.8
"Android","cph2699",89,,46248.183333
"Android","sm-a305g",80,"exynos7885",46237.05
"Android","xig03",82,"qualcomm 4 Gen 2",46220.583333
"Android","cph2729",89,", qcom",46200.55
"Android","tecno be8",67,"helio a20",46196.983333
"Android","rmx3938",72,"ums9230_latte",46157.35
"Android","v2352",75,"mt6768",46090.533333
"Android","23106rn0da",69,", mt6768",46009.483333
"Android","pixel 6",83,"google tensor  oriole",45965.2
"Android","cph2421",69,,45905.8
"Android","sm-g977n",87,"samsung exynos 9820  exynos9820",45899.733333
"Android","23129ra5fl",89,"null, qcom",45882.2
"Android","sm-a125f",79,"MT6765V/CB, mt6765",45842.766667
"iOS","iPhone11,2",-1,,45788.45
"Android","rmx3630",75,,45740.766667
"Android","sm-a336e",71,", s5e8825",45661.666667
"Android","sm-g988b",87,"samsung exynos 990  exynos990",45650.233333
"Android","sm-m215f",84,", exynos9611",45649.783333
"Android","sm-a035f",72,"Unisoc T606",45634.516667
"Android","25028rn03a",65,"null, serenity",45560.666667
"Android","motorola edge 30 fusion",91,"qualcomm 888",45533.7
"Android","infinix x6725b",72,"ums9230_X6725B",45493
"Android","sm-a307fn",77,,45469.55
